Link,Judul,Kecamatan,Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-siap-huni-komplek-arcamanik-172366404085/,Rumah Minimalis Siap Huni Komplek arcamanik,Antapani,3.0,3.0,3.0,135.0,147.0,2300000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-minimalis-siap-huni-komplek-antapani-172366312086/,Rumah murah Minimalis Siap Huni Komplek Antapani,Antapani,1.0,3.0,2.0,70.0,104.0,850000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-hoek-antapani-murah-172364591082/,Rumah Minimalis Hoek antapani Murah,Antapani,0.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-antapani-siap-huni-172364074846/,Rumah Murah Antapani Siap Huni,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cantik-full-furnished-di-antapani-arcamanik-172364013267/,Rumah cantik full furnished di antapani arcamanik,Antapani,3.0,3.0,3.0,135.0,147.0,2300000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/turun-harga-murah-di-tanjungsari-antapani-172363973593/,Turun harga murah di tanjungsari antapani,Antapani,1.0,2.0,2.0,90.0,112.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/turun-harga-rumah-murah-antapani-172363900764/,Turun harga rumah murah antapani,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-siap-huni-di-antapani-172362412089/,Rumah Murah Siap Huni Di Antapani,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-terawat-di-antapani-murah-jarang-a-172362359357/,Rumah Minimalis terawat Di Antapani Murah Jarang Ada,Antapani,1.0,2.0,2.0,90.0,112.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-strategis-murah-di-puri-dago-antapani-172361883715/,Rumah Strategis murah di Puri Dago Antapani,Antapani,0.0,4.0,3.0,103.0,101.0,990000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/padasuka-rumah-pramartha-asri-bandung-dekat-antapa-172359736571/,padasuka rumah pramartha asri bandung dekat antapani ahmad land,Antapani,30.0,2.0,1.0,36.0,68.0,540000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-antapani-kota-bandung-akses-mobil-172359678394/,"Rumah antapani kota bandung, akses mobil.",Antapani,0.0,3.0,1.0,50.0,60.0,500000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cantik-di-padasuka-bandung-bisa-kpr-dp-nol-s-172358891335/,Rumah Cantik di Padasuka Bandung Bisa KPR DP nol Strategis dkt Gasibu,Antapani,2.0,2.0,2.0,76.0,72.0,675000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-hook-komplek-arcamanik-golf-172356680161/,Rumah Baru Hook Komplek Arcamanik Golf,Antapani,3.0,3.0,3.0,135.0,147.0,2299900000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-murah-komplek-antapani-172356557110/,Rumah Minimalis Murah Komplek Antapani,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-kontrakan-petakan-full-terisi-di-antapani-b-172356396843/,Dijual Kontrakan Petakan Full Terisi di Antapani Bandung,Antapani,6.0,6.0,6.0,96.0,63.0,650000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-ilu-arcamanik-antapani-siap-huni-baru-2-lant-172355060987/,"Rumah Ilu Arcamanik-Antapani, SIAP HUNI, Baru 2 LANTAI di Kota Bandung",Antapani,2.0,3.0,2.0,55.0,63.0,770000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-mewah-murah-arcamanik-antapani-kota-ban-172355013361/,Rumah Baru Mewah Murah Arcamanik Antapani Kota Bandung Timur Perumahan,Antapani,2.0,3.0,2.0,62.0,63.0,794500000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-di-antapani-belakang-kawaluyaan-indah-172354864436/,Rumah Murah Di Antapani Belakang kawaluyaan Indah,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-murah-siap-huni-di-tanjung-sari-asri-dekat-p-172354189821/,Rumah Murah Siap Huni di Tanjung Sari Asri Dekat Puri Dago Antapani,Antapani,1.0,3.0,2.0,90.0,112.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-hook-minimalis-di-antapani-dekat-kiaracondon-172353032958/,Rumah Hook Minimalis Di ANtapani Dekat Kiaracondong,Antapani,1.0,3.0,2.0,70.0,168.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-antapani-arcamanik-bandung-siap-huni-di-bawa-172352796721/,Rumah Antapani Arcamanik Bandung Siap Huni Di Bawah Harga Pasar,Antapani,0.0,4.0,2.0,100.0,98.0,990000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/dijual-rumah-tanjung-sari-antapani-siap-huni-harga-172352196743/,Dijual Rumah Tanjung Sari Antapani Siap Huni Harga Menarik,Antapani,1.0,3.0,2.0,90.0,112.0,1100000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-komplek-elit-antapani-dekat-cicada-172351989926/,Rumah Minimalis Komplek Elit Antapani dekat Cicadas,Antapani,1.0,3.0,1.0,110.0,135.0,1300000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/jual-tanah-di-girimekar-bandung-peruntukan-hunian-172351921062/,Jual Tanah di Girimekar Bandung Peruntukan Hunian Lebih Hemat 100 Juta,Antapani,0.0,3.0,1.0,42.0,93.0,291100000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-murah-komlpek-arcamanik-antapani-172347531190/,Rumah Minimalis Murah Komlpek Arcamanik Antapani,Antapani,0.0,4.0,4.0,120.0,147.0,2300000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-jual-cepat-murah-di-bawah-njop-antapani-172347491544/,Rumah Jual Cepat Murah di Bawah NJOP Antapani,Antapani,0.0,4.0,2.0,230.0,278.0,1350000000
